Department,Date,Code,Expense Type,P.O. No.,Vendor Name,Invoice No.,Invoice Date,From Date,To Date,Base Amount,CGST/ SGST,IGST/ UGST,Total Amount,TDS,Other Charges Deducted,Hand over to F&A,Payment Date,Additional Remarks,FY24 Impact,Invoice Category,Invoice Received from Vendor,GRN Raised,Approved by Checker,Invoice raised by Accounts,Checker Approval,Approvers Approval,Moved to Accounts bucket to Payment Made,Direct Invoice Raised,Approved by Checker,Approved by Approver,Moved to Accounts bucket for Payment,Payment Date,"Payment Terms
(Days)"
Application,Jul-23,CITNAS,Capex,XYZCL|XYZ|2022-23|2725,XYZ s Pvt. Ltd,MSPL/0226/2324,10-Aug-23,01-Jul-23,31-Jul-23,"10,42,658","1,87,678",-,"12,30,336","1,04,266",-,-,19-Oct-23,GRN Raised,"10,42,658",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,4-Sep-23,13-Oct-23,13-Oct-23,NA,NA,NA,NA,19-Oct-23,30
Application,Sep-23,CITDDC,Capex,XYZCL|XYZ|2023-24|1086,XYZ es Pvt Ltd,0129/10/FY2324,06-Oct-23,01-Sep-23,30-Sep-23,"1,42,857","25,714",-,"1,68,572",-,-,-,,GRN Raised,"1,42,857",PO Based,23-Oct-23,23-Oct-23,23-Oct-23,27-Oct-23,27-Oct-23,27-Oct-23,6-Nov-23,NA,NA,NA,NA,-,30
Application,Apr-23,DIGSAM,Opex,XYZCL|XYZ|2023-24|1278,XYZ I) PVT.LTD,Cop/23-24/08/02,08-Aug-23,01-Apr-23,31-Mar-24,"24,88,027","4,47,845",-,"29,35,872","49,761",-,-,25-Aug-23,GRN Raised,"24,88,027",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,18-Aug-23,18-Aug-23,18-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Aug-23,CITDFB,Capex,XYZCL|XYZ|2023-24|1793,XYZ cs Pvt Ltd,2023-24/00149,14-Aug-23,01-Aug-23,30-Sep-23,"60,00,000","10,80,000",-,"70,80,000","1,20,000",-,-,25-Aug-23,GRN Raised,"60,00,000",PO Based,14-Aug-23,14-Aug-23,14-Aug-23,14-Aug-23,18-Aug-23,18-Aug-23,18-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITDTS,Capex,XYZCL|XYZ|2023-24|1529,XYZ es Pvt Ltd,1014/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,35,000","24,300",-,"1,59,300","9,450",-,-,25-Aug-23,GRN Raised,"1,35,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITCPR,Capex,XYZCL|XYZ|2023-24|1531,XYZ es Pvt Ltd,1015/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,20,000","21,600",-,"1,41,600","8,400",-,-,25-Aug-23,GRN Raised,"1,20,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITDTS,Capex,XYZCL|XYZ|2023-24|1524,XYZ es Pvt Ltd,1016/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,20,000","21,600",-,"1,41,600","8,400",-,-,25-Aug-23,GRN Raised,"1,20,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITQTW,Capex,XYZCL|XYZ|2023-24|1534,XYZ es Pvt Ltd,1017/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,20,000","21,600",-,"1,41,600","8,400",-,-,28-Aug-23,GRN Raised,"1,20,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITQTW,Capex,XYZCL|XYZ|2023-24|1535,XYZ es Pvt Ltd,1018/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,20,000","21,600",-,"1,41,600","8,400",-,-,25-Aug-23,GRN Raised,"1,20,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,AMSING,Opex,XYZCL|XYZ|2023-24|1532,XYZ es Pvt Ltd,1019/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,20,000","21,600",-,"1,41,600","8,400",-,-,12-Sep-23,GRN Raised,"1,20,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,19-Aug-23,29-Aug-23,4-Sep-23,4-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,CITDTS,Capex,XYZCL|XYZ|2023-24|1519,XYZ es Pvt Ltd,1020/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,25-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITCPR,Capex,XYZCL|XYZ|2023-24|1520,XYZ es Pvt Ltd,1021/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"5,74,000","1,03,320",-,"6,77,320","40,180",-,-,25-Aug-23,GRN Raised,"5,74,000",PO Based,14-Aug-23,16-Aug-23,16-Aug-23,16-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITTCM,Capex,XYZCL|XYZ|2023-24|1522,XYZ es Pvt Ltd,1022/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,28-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,16-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITTHL,Capex,XYZCL|XYZ|2023-24|1523,XYZ es Pvt Ltd,1023/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,64,000","29,520",-,"1,93,520","11,480",-,-,28-Aug-23,GRN Raised,"1,64,000",PO Based,14-Aug-23,16-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITDTS,Capex,XYZCL|XYZ|2023-24|1525,XYZ es Pvt Ltd,1024/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,28-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITQTW,Capex,XYZCL|XYZ|2023-24|1526,XYZ es Pvt Ltd,1025/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,25-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITQTW,Capex,XYZCL|XYZ|2023-24|1527,XYZ es Pvt Ltd,1026/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,28-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITDPI,Capex,XYZCL|XYZ|2023-24|1528,XYZ es Pvt Ltd,1027/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,28-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITDTS,Capex,XYZCL|XYZ|2023-24|1533,XYZ es Pvt Ltd,1028/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,25-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITITA,Capex,XYZCL|XYZ|2023-24|1530,XYZ es Pvt Ltd,1029/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"4,86,000","87,480",-,"5,73,480","34,020",-,-,25-Aug-23,GRN Raised,"4,86,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITTGP,Capex,A10,XYZ es Pvt Ltd,1030/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"55,548","9,999",-,"65,547","3,888",-,-,25-Aug-23,Direct invoice raised,"55,548",Direct Invoice,14-Aug-23,NA,NA,NA,NA,NA,NA,14-Aug-23,24-Aug-23,24-Aug-23,24-Aug-23,25-Aug-23,30
Application,Jul-23,CITDTS,Capex,XYZCL|XYZ|2023-24|1518,XYZ es Pvt Ltd,1031/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,28-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,16-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITTGP,Capex,XYZCL|XYZ|2023-24|1521,XYZ es Pvt Ltd,1032/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"1,64,000","29,520",-,"1,93,520","11,480",-,-,25-Aug-23,GRN Raised,"1,64,000",PO Based,14-Aug-23,16-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITGPA,Capex,XYZCL|XYZ|2022-23|2706,XYZ es Pvt Ltd,1033/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"95,000","17,100",-,"1,12,100","6,650",-,-,21-Sep-23,GRN Raised,"95,000",PO Based,14-Aug-23,16-Aug-23,16-Aug-23,29-Aug-23,11-Sep-23,11-Sep-23,11-Sep-23,NA,NA,NA,NA,21-Sep-23,30
Application,Jul-23,CITITA,Capex,XYZCL|XYZ|2023-24|1651,XYZ es Pvt Ltd,1034/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,6-Sep-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,6-Sep-23,30
Application,Jul-23,CITQTW,Capex,XYZCL|XYZ|2023-24|1671,XYZ es Pvt Ltd,1035/23-24,08-Aug-23,01-Jul-23,31-Jul-23,"82,000","14,760",-,"96,760","5,740",-,-,28-Aug-23,GRN Raised,"82,000",PO Based,14-Aug-23,14-Aug-23,16-Aug-23,16-Aug-23,20-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITDWI,Capex,XYZCL|XYZ|2023-24|1508,XYZ es Pvt Ltd,DST23-10356,16-Aug-23,01-Jul-23,31-Jul-23,"1,23,750","22,275",-,"1,46,025","2,475",-,-,5-Sep-23,GRN Raised,"1,23,750",PO Based,16-Aug-23,16-Aug-23,16-Aug-23,16-Aug-23,18-Aug-23,28-Aug-23,28-Aug-23,NA,NA,NA,NA,5-Sep-23,30
Application,Jul-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52402070,11-Aug-23,01-Jul-23,31-Jul-23,"3,23,000","58,140",-,"3,81,140","32,300",-,-,28-Aug-23,GRN Raised,"3,23,000",PO Based,16-Aug-23,16-Aug-23,18-Aug-23,18-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52402072,11-Aug-23,01-Jul-23,31-Jul-23,"2,92,238","52,603",-,"3,44,841","29,224",-,-,30-Aug-23,GRN Raised,"2,92,238",PO Based,16-Aug-23,16-Aug-23,18-Aug-23,18-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,30-Aug-23,30
Application,Jul-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52402071,11-Aug-23,01-Jul-23,31-Jul-23,"1,69,190","30,454",-,"1,99,645","16,919",-,-,28-Aug-23,GRN Raised,"1,69,190",PO Based,16-Aug-23,16-Aug-23,18-Aug-23,18-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52402069,11-Aug-23,01-Jul-23,31-Jul-23,"3,23,000","58,140",-,"3,81,140","32,300",-,-,28-Aug-23,GRN Raised,"3,23,000",PO Based,16-Aug-23,16-Aug-23,18-Aug-23,18-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITICT,Capex,XYZCL|XYZ|2023-24|1131,XYZ iS Limited,1Z52402073,11-Aug-23,01-Jul-23,31-Jul-23,"1,13,095","20,357",-,"1,33,452","11,310",-,-,30-Aug-23,GRN Raised,"1,13,095",PO Based,16-Aug-23,16-Aug-23,18-Aug-23,18-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,30-Aug-23,30
Application,Jul-23,CITDVP,Capex,XYZCL|XYZ|2022-23|2647,XYZ PPLY CHAIN,PSC/2023-24/064,07-Aug-23,01-Jul-23,31-Jul-23,"1,50,000","27,000",-,"1,77,000","15,000",-,-,30-Aug-23,GRN Raised,"1,50,000",PO Based,14-Aug-23,14-Aug-23,14-Aug-23,16-Aug-23,23-Aug-23,23-Aug-23,23-Aug-23,NA,NA,NA,NA,30-Aug-23,30
Application,Jul-23,CITNAA,Capex,XYZCL|XYZ|2023-24|1557,XYZ Pvt. Ltd.,232408007,07-Aug-23,01-Jul-23,31-Jul-23,"3,50,000","63,000",-,"4,13,000","7,000",-,-,31-Aug-23,GRN Raised,"3,50,000",PO Based,14-Aug-23,14-Aug-23,14-Aug-23,14-Aug-23,18-Aug-23,18-Aug-23,18-Aug-23,NA,NA,NA,NA,31-Aug-23,30
Application,Jan-00,CITADC,Capex,A11,XYZ te Limited,INV-000048,19-Jun-23,,,"3,50,000","63,000",-,"4,13,000","35,000",-,-,25-Aug-23,Direct invoice raised,-,Direct Invoice,10-Jul-23,NA,NA,NA,NA,NA,NA,10-Jul-23,10-Jul-23,17-Aug-23,17-Aug-23,25-Aug-23,30
Application,Jan-00,CITADC,Capex,XYZCL|XYZ|2023-24|1735,XYZ te Limited,INV-000097,08-Aug-23,,,"4,21,592","75,887",-,"4,97,479","42,159",-,-,25-Aug-23,GRN Raised,-,PO Based,10-Jul-23,10-Jul-23,10-Jul-23,10-Jul-23,18-Aug-23,18-Aug-23,18-Aug-23,NA,NA,NA,NA,25-Aug-23,30
Application,Jul-23,CITAEM,Capex,XYZCL|XYZ|2023-24|1408,XYZ A PVT. LTD,2023-2024/182,03-Aug-23,01-Jul-23,31-Jul-23,"2,70,000","48,600",-,"3,18,600","27,000",-,-,5-Sep-23,GRN Raised,"2,70,000",PO Based,17-Aug-23,17-Aug-23,17-Aug-23,17-Aug-23,20-Aug-23,28-Aug-23,28-Aug-23,NA,NA,NA,NA,5-Sep-23,30
Application,May-23,TOKCON,Capex,A12,XYZ te Limited,XYZ/2324/04,31-Jul-23,01-May-23,31-May-23,"75,214",-,"1,35,384","2,10,598","75,214",-,-,5-Sep-23,Direct invoice raised,"75,214",Direct Invoice,17-Aug-23,NA,NA,NA,NA,NA,NA,17-Aug-23,3-Sep-23,3-Sep-23,3-Sep-23,5-Sep-23,30
Application,May-23,CITKDD,Capex,A13,XYZ te Limited,XYZ/2324/04,31-Jul-23,01-May-23,31-May-23,"6,76,922",-,"1,35,384","8,12,306",-,-,-,5-Sep-23,Direct invoice raised,"6,76,922",Direct Invoice,17-Aug-23,NA,NA,NA,NA,NA,NA,17-Aug-23,3-Sep-23,3-Sep-23,3-Sep-23,5-Sep-23,30
Application,Jun-23,TOKCON,Capex,A14,XYZ te Limited,XYZ/2324/05,31-Jul-23,01-Jun-23,30-Jun-23,"87,749",-,"1,57,949","2,45,698","87,749",-,-,5-Sep-23,Direct invoice raised,"87,749",Direct Invoice,17-Aug-23,NA,NA,NA,NA,NA,NA,17-Aug-23,3-Sep-23,3-Sep-23,3-Sep-23,5-Sep-23,30
Application,Jun-23,CITKDD,Capex,A15,XYZ te Limited,XYZ/2324/05,31-Jul-23,01-Jun-23,30-Jun-23,"7,89,743",-,"1,57,949","9,47,692","87,749",-,-,5-Sep-23,Direct invoice raised,"7,89,743",Direct Invoice,17-Aug-23,NA,NA,NA,NA,NA,NA,17-Aug-23,3-Sep-23,3-Sep-23,3-Sep-23,5-Sep-23,30
Application,May-23,DIGCM9,Opex,XYZCL|XYZ|2022-23|1888,XYZ te Limited,23-24-0695,31-Jul-23,15-May-23,30-Jun-23,"19,688","3,544",-,"23,231","1,969",-,-,28-Aug-23,GRN Raised,"19,688",Po Based,19-Aug-23,19-Aug-23,19-Aug-23,19-Aug-23,21-Aug-23,21-Aug-23,21-Aug-23,NA,NA,NA,NA,28-Aug-23,30
Application,Jul-23,CITTAS,Capex,XYZCL|XYZ|2023-24|1587,XYZ es Pvt Ltd,GTEN-23-24/050,01-Aug-23,01-Jul-23,31-Jul-23,"1,40,000",-,"25,200","1,65,200","14,000",-,-,13-Sep-23,GRN Raised,"1,40,000",Po Based,24-Aug-23,24-Aug-23,24-Aug-23,24-Aug-23,26-Aug-23,4-Sep-23,4-Sep-23,NA,NA,NA,NA,13-Sep-23,30
Application,Jul-23,CITQTW,Capex,XYZCL|XYZ|2023-24|1105,XYZ es Pvt Ltd,GTEN-23-24/048,01-Aug-23,01-Jul-23,31-Jul-23,"66,000",-,"11,880","77,880","6,600",-,-,12-Sep-23,GRN Raised,"66,000",Po Based,24-Aug-23,24-Aug-23,24-Aug-23,24-Aug-23,26-Aug-23,4-Sep-23,4-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,CITATD,Capex,XYZCL|XYZ|2023-24|1125,XYZ es Pvt Ltd,GTEN-23-24/049,01-Aug-23,01-Jul-23,31-Jul-23,"3,16,000",-,"56,880","3,72,880","31,600",-,-,12-Sep-23,GRN Raised,"3,16,000",Po Based,24-Aug-23,24-Aug-23,24-Aug-23,24-Aug-23,26-Aug-23,4-Sep-23,4-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,AMSGPA,Opex,XYZCL|XYZ|2023-24|1283,XYZ TE LIMITED,CU/SW/23-24/0320,18-Aug-23,01-Jul-23,31-Jul-23,"67,563",-,-,"79,724","6,756",-,-,12-Sep-23,GRN Raised,"67,563",Po Based,29-Aug-23,29-Aug-23,31-Aug-23,2-Sep-23,5-Sep-23,5-Sep-23,5-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,AMSDHC,Opex,XYZCL|XYZ|2023-24|1284,XYZ TE LIMITED,CU/SW/23-24/0319,17-Aug-23,01-Jul-23,31-Jul-23,"2,91,816",-,-,"3,44,343","29,182",-,-,12-Sep-23,GRN Raised,"2,91,816",Po Based,29-Aug-23,29-Aug-23,31-Aug-23,2-Sep-23,5-Sep-23,5-Sep-23,5-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,DIGSUP-BI,Opex,XYZCL|XYZ|2023-24|1280,XYZ TE LIMITED,CU/SW/23-24/0318,17-Aug-23,01-Jul-23,31-Jul-23,"83,376",-,-,"98,384","8,338",-,-,12-Sep-23,GRN Raised,"83,376",Po Based,29-Aug-23,29-Aug-23,31-Aug-23,2-Sep-23,5-Sep-23,5-Sep-23,5-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,AMSSSA,Opex,XYZCL|XYZ|2023-24|1288,XYZ TE LIMITED,CU/SW/23-24/0316,17-Aug-23,01-Jul-23,31-Jul-23,"41,688",-,-,"49,192","4,169",-,-,21-Sep-23,GRN Raised,"41,688",Po Based,29-Aug-23,29-Aug-23,7-Sep-23,14-Sep-23,18-Sep-23,18-Sep-23,18-Sep-23,NA,NA,NA,NA,21-Sep-23,30
Application,Jul-23,AMSPIS,Opex,XYZCL|XYZ|2023-24|1285,XYZ TE LIMITED,CU/SW/23-24/0317,17-Aug-23,01-Jul-23,31-Jul-23,"41,688",-,-,"49,192","4,169",-,-,12-Sep-23,GRN Raised,"41,688",Po Based,29-Aug-23,29-Aug-23,31-Aug-23,2-Sep-23,5-Sep-23,5-Sep-23,5-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,AMSING,Opex,XYZCL|XYZ|2023-24|1286,XYZ TE LIMITED,CU/SW/23-24/0311,14-Aug-23,01-Jul-23,31-Jul-23,"41,688",-,-,"49,192","4,169",-,-,12-Sep-23,GRN Raised,"41,688",Po Based,29-Aug-23,29-Aug-23,31-Aug-23,2-Sep-23,5-Sep-23,5-Sep-23,5-Sep-23,NA,NA,NA,NA,12-Sep-23,30
Application,Jul-23,CITPDP,Capex,XYZCL|XYZ|2023-24|1279,XYZ TE LIMITED,CU/SW/23-24/0315,17-Aug-23,01-Jul-23,31-Jul-23,"60,000",-,-,"70,800","6,000",-,-,20-Sep-23,GRN Raised,"60,000",Po Based,29-Aug-23,29-Aug-23,31-Aug-23,2-Sep-23,4-Sep-23,4-Sep-23,4-Sep-23,NA,NA,NA,NA,20-Sep-23,30
Application,Jul-23,AMSPTP,Opex,XYZCL|XYZ|2023-24|1287,XYZ TE LIMITED,CU/SW/23-24/0312,16-Aug-23,01-Jul-23,31-Jul-23,"20,000",-,-,"23,600","2,000",-,-,21-Sep-23,GRN Raised,"20,000",Po Based,29-Aug-23,29-Aug-23,7-Sep-23,14-Sep-23,18-Sep-23,18-Sep-23,18-Sep-23,NA,NA,NA,NA,21-Sep-23,30
Application,Jul-23,TOKCON,Capex,A16,XYZ te Limited,XYZ/2324/06,28-Aug-23,01-Jul-23,31-Jul-23,"87,749",-,"1,57,949","10,35,441","87,749",-,-,18-Sep-23,Direct invoice raised,"87,749",Direct Invoice,29-Aug-23,NA,NA,NA,NA,NA,NA,29-Aug-23,11-Sep-23,11-Sep-23,11-Sep-23,18-Sep-23,30
Application,Jul-23,CITKDD,Capex,A17,XYZ te Limited,XYZ/2324/06,28-Aug-23,01-Jul-23,31-Jul-23,"7,89,743",-,"1,57,949","10,35,441","87,749",-,-,18-Sep-23,Direct invoice raised,"7,89,743",Direct Invoice,29-Aug-23,NA,NA,NA,NA,NA,NA,29-Aug-23,11-Sep-23,11-Sep-23,11-Sep-23,18-Sep-23,30
Application,Jan-00,CITDAT,Capex,XYZCL|XYZ|2023-24|1829,XYZ es Pvt Ltd,GTEN-23-24/060,25-Aug-23,,,"16,28,000",-,"56,880","3,72,880","1,62,800",-,-,21-Sep-23,GRN Raised,-,Po Based,30-Aug-23,30-Aug-23,31-Aug-23,31-Aug-23,4-Sep-23,14-Sep-23,14-Sep-23,NA,NA,NA,NA,21-Sep-23,30
Application,Jul-23,CITTAS,Capex,XYZCL|XYZ|2023-24|1117,XYZ NSEIT,INV/23-24/001461,17-Aug-23,01-Jul-23,31-Jul-23,"1,20,000","21,600",-,"1,41,600","12,000",-,-,15-Sep-23,GRN Raised,"1,20,000",Po Based,30-Aug-23,30-Aug-23,31-Aug-23,31-Aug-23,31-Aug-23,4-Sep-23,4-Sep-23,NA,NA,NA,NA,15-Sep-23,30
Application,Jul-23,CITIDH,Capex,XYZCL|XYZ|2023-24|1136,XYZ ia Pvt Ltd,23I2KA4I001466,22-Aug-23,01-Jul-23,31-Jul-23,"41,845",-,"7,532","49,377","4,185",-,-,20-Sep-23,GRN Raised,"41,845",Po Based,30-Aug-23,30-Aug-23,3-Sep-23,5-Sep-23,13-Sep-23,13-Sep-23,13-Sep-23,NA,NA,NA,NA,20-Sep-23,30
Application,Jul-23,CITIDH,Capex,XYZCL|XYZ|2023-24|1136,XYZ ia Pvt Ltd,23I2KA4I001464,22-Aug-23,01-Jul-23,31-Jul-23,"1,33,905",-,"24,103","1,58,008","13,391",-,-,20-Sep-23,GRN Raised,"1,33,905",Po Based,30-Aug-23,30-Aug-23,3-Sep-23,5-Sep-23,13-Sep-23,13-Sep-23,13-Sep-23,NA,NA,NA,NA,20-Sep-23,30
Application,Jul-23,CITIDH,Capex,XYZCL|XYZ|2023-24|1136,XYZ ia Pvt Ltd,23I2KA4I001467,22-Aug-23,01-Jul-23,31-Jul-23,"2,10,000",-,"37,800","2,47,800","21,000",-,-,20-Sep-23,GRN Raised,"2,10,000",Po Based,30-Aug-23,30-Aug-23,3-Sep-23,5-Sep-23,13-Sep-23,13-Sep-23,13-Sep-23,NA,NA,NA,NA,20-Sep-23,30
Application,Jul-23,CITIDH,Capex,XYZCL|XYZ|2023-24|1136,XYZ ia Pvt Ltd,23I2KA4I001465,22-Aug-23,01-Jul-23,31-Jul-23,"2,10,000",-,"37,800","2,47,800","21,000",-,-,20-Sep-23,GRN Raised,"2,10,000",Po Based,30-Aug-23,30-Aug-23,3-Sep-23,5-Sep-23,13-Sep-23,13-Sep-23,13-Sep-23,NA,NA,NA,NA,20-Sep-23,30
Application,Jul-23,ITACCS,Opex,XYZCL|XYZ|2022-23|2731,XYZ es Limited,239/2023-24,16-Aug-23,01-Jul-23,31-Jul-23,"1,35,000","24,300",-,"1,59,300","13,500",-,-,15-Sep-23,GRN Raised,"1,35,000",Po Based,30-Aug-23,30-Aug-23,3-Sep-23,5-Sep-23,8-Sep-23,11-Sep-23,11-Sep-23,NA,NA,NA,NA,15-Sep-23,30
Application,Aug-23,CITDDA,Capex,XYZCL|XYZ|2022-23|2348,XYZ Pvt. Ltd.,ISPLHO/2324-0057,31-Aug-23,01-Aug-23,31-Aug-23,"5,32,400","95,832",-,"6,28,232","53,240",-,-,21-Sep-23,GRN Raised,"5,32,400",Po Based,31-Aug-23,31-Aug-23,31-Aug-23,2-Sep-23,15-Sep-23,15-Sep-23,15-Sep-23,NA,NA,NA,NA,21-Sep-23,30
Application,Aug-23,CITDDA,Capex,XYZCL|XYZ|2022-23|2437,XYZ Pvt. Ltd.,ISPLHO/2324-0058,31-Aug-23,01-Aug-23,31-Aug-23,"5,32,400","95,832",-,"6,28,232","53,240",-,-,21-Sep-23,GRN Raised,"5,32,400",Po Based,31-Aug-23,31-Aug-23,31-Aug-23,2-Sep-23,15-Sep-23,15-Sep-23,15-Sep-23,NA,NA,NA,NA,21-Sep-23,30
Application,Aug-23,DIGOLS,Opex,A18,XYZ ol Pvt Ltd,VTK/23-24/322,31-Aug-23,01-Aug-23,31-Aug-23,"86,442",-,-,"1,02,002","8,644",-,-,22-Sep-23,Direct invoice raised,"86,442",Direct Invoice,31-Aug-23,NA,NA,NA,NA,NA,NA,4-Sep-23,,20-Sep-23,20-Sep-23,22-Sep-23,30
